@relation regression/bodyfat.arff_RQP_training_data
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute x6 real
@attribute x7 real
@attribute x8 real
@attribute x9 real
@attribute x10 real
@attribute x11 real
@attribute x12 real
@attribute x13 real
@attribute y real
@data
0.8016469618228111,-1.7400732930029117,-0.8412458266913297,-0.6562047260805545,-0.738664698504443,-0.918047610722543,-0.6835332106410338,-0.7559288202758745,-0.07747885028009582,-0.5361314560050956,-0.7108256802212505,-0.09067592888923372,-0.6267182808852039,-1.2125411992734423,13.309795401089842
1.5650605658104388,-1.819583441658711,-0.19346239031791274,0.5747897476586522,0.20936466210931892,-0.8586209480197224,-0.8879626285508304,-0.16850219518043608,-0.1347359478477901,-0.5361314560050956,0.17594695054981435,-0.5881432891233455,0.11707923928624246,-0.031942602720586355,5.9379759475771055
-0.7462399317796867,-1.819583441658711,-0.849769292959401,-1.0665362173269566,-1.645475391265435,-0.5971436321273114,-0.43264256138810164,-0.09857045409764585,0.037035344855294125,0.12859241564697887,0.5306560028582411,-1.1519396307220053,-1.7176213104699916,-1.749176924979287,26.95654352207214
1.028038582315693,-1.5015428470355134,0.19861705801336596,0.5747897476586522,-0.24404068427117706,0.11597632030653607,-0.5720262554175083,0.18115651023351512,0.13246384080145218,-0.5361314560050956,-0.17876210175861032,0.04198203383986228,0.3650117460100579,-0.031942602720586355,10.696600145803595
-1.1358441158837225,-1.6605631443471123,0.1815701254772234,0.3012354201610507,-1.4806007198543463,-0.4188636440188495,0.6917192371157778,0.27906094774942186,0.7241205156676325,1.499585400929383,0.5306560028582411,-0.024346947524684543,-0.47795877685091426,-0.5685783284264311,29.15249291700779
-0.2829268479803019,-1.6605631443471123,1.0680106173566362,1.2586755664026559,0.41545800137318045,0.43688029890176777,0.17135344607266031,1.1042554925263455,1.258520092966117,1.4164949169728727,1.4765468090140443,1.1364102263549096,0.9600497621472164,0.6120202681264287,19.820130024915443
-0.03547554186017743,-1.5015428470355134,0.0707650639922968,-0.10909607108535149,-0.6562273627989001,0.5081922941451518,-0.1724596658665429,0.05527937628449188,-0.19199304541548579,-0.12067903622254944,-0.11964392637387393,-0.12384041957150832,-0.4283722755061505,-0.5685783284264311,18.225028292743268
0.7805872761955684,-1.5810529956913129,-0.09970426136912872,0.6431783295330525,-0.07916601286008841,-0.14550099558587498,-0.3768890837763395,-0.39228376664536607,0.1133781416122203,0.336318625538252,0.05771059978033946,-0.5881432891233455,0.16666574063100625,0.6120202681264287,11.349790220723463
1.8125118719305748,-1.5810529956913129,0.41170371471514783,1.0535098207794549,0.04448999069823027,0.00900832744145997,-0.9344238598939659,-0.0006660165817391179,0.6668634180999368,-0.12067903622254944,0.41241965208876624,1.2027392077194565,1.2079822688710318,-0.031942602720586355,7.924012817125357
0.8753558615181721,-1.7400732930029117,0.6588842364892148,0.916732657030654,1.6932367048091226,-0.14550099558587498,-0.36759683750771294,0.5867606085136973,0.7050348164784006,1.2918591910381099,1.1218377567056177,1.103245735672635,0.6625307540786372,1.041328848691103,10.217181749410114
1.443967373453782,-1.5015428470355134,0.2497578556217936,1.1902869845282555,0.20936466210931892,0.08032032268484404,-0.8322091509390683,-0.23843393626322634,0.056121044044526,0.46095435147301755,1.2400741074750925,0.1746399965689583,0.3650117460100579,0.2900388327029212,8.211925884668315
1.3491987881311782,-1.422032698379714,1.2640503415222755,1.6006184757746578,0.5803326727842691,0.32991230603669,-0.15387517332928843,1.0902691443097883,1.2966914913445808,0.2532281415817445,1.6539013351682557,1.6338775865890214,0.7617037567681629,0.8266745584087659,11.30394335533637
-0.2250127125053846,-1.024481955100717,0.053718131456154256,-0.17748465295975185,0.16814599425654603,0.13974698538766467,-0.08882944944889974,0.5587879120805828,0.7622919140460949,-0.12067903622254944,-0.9472983817602002,0.07514652452213687,-0.031680264748045396,-0.5685783284264311,20.85243396383297
-0.26713208375986985,-1.1835022524123158,0.8975412919952106,0.3012354201610507,0.5803326727842691,0.38933896873951057,0.8589796699510654,1.2161462782588095,1.258520092966117,1.2087687070815996,0.35330147670402773,1.5343841145421977,1.4559147755948472,0.6120202681264287,22.140196513272375
-0.37769543330290545,-0.7859515091333187,0.30089865323022125,-0.17748465295975185,1.0337380191647652,0.05654965760371545,0.35719837144520244,0.027306679851375387,1.8310910686430655,0.17013765762523406,-0.0014075756043969354,1.2690681890840056,0.9104632608024525,-0.031942602720586355,21.63454083202361
