@relation autos_200_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute x6_lower real
@attribute x6_upper real
@attribute x7_lower real
@attribute x7_upper real
@attribute y_min real
@attribute y_max real
@data
0,0,0,0,1,1,0,0,-0.40587181918465576,-0.08542654830190827,-1.180664546316933,-0.9470647882083931,0.3371674531434602,0.45031175449355876,0.371111090346135,0.39312042458165,0.9152790663072314,0.9589681966512784
0,0,0,0,0,0,1,1,1.0635606280418668,1.1243955912026837,1.100290587468276,1.181990796756152,-0.3284119448974462,-0.32688354838564926,0.2382909496769634,0.464791335423038,0.9293233324366675,0.9701307980020506
0,0,1,1,0,0,0,0,0.13492034755002313,0.17482180568737166,0.8639984232089208,0.8651568306229858,-0.4009593250362367,-0.3535023612355784,0.004214345724729007,0.06549163601421894,0.9641230632541273,0.9896456091246294
1,1,0,0,0,0,0,0,1.8832049232175478,1.903750506526789,-0.9610322265198095,-0.8985997708360631,-0.1708444221719504,-0.05526825057170187,-0.8746539905223746,-0.4323632374118735,1.0020730105635518,1.0383176433916494
0,0,0,0,0,0,1,1,-0.7222329659674217,-0.6980578994090033,-0.2958216143845589,-0.280077906219919,-0.049853198502495255,0.06915124579936519,0.606314873789076,0.6309632802629856,0.9746925921991497,1.0014588178786268
1,1,0,0,0,0,0,0,0.10266016499254604,0.45788393415238343,-1.1736931521050273,-1.137712419788586,1.1456236717021198,1.3204620715093487,-0.980949330752126,-0.8205887080028469,0.9732574351705112,1.0275390107570959
1,1,0,0,0,0,0,0,0.4587624513610742,0.7112059374500388,0.7446043263479978,0.7517177025532353,1.3198614557058728,1.8166560320337264,-1.2700807662443365,-1.1832389152141498,0.9750669364707507,1.0152260012186103
0,0,0,0,1,1,0,0,-0.43276160681111586,-0.26022934723802255,0.5754041423110903,0.6755898774836645,0.0011154851819272782,0.07861769024923161,-1.7621626544466364,-1.710000672195288,0.9011388678774307,0.9437915346997946
1,1,0,0,0,0,0,0,-0.5405948671123919,-0.4671311745948277,1.0659789861907822,1.1152663372399125,0.29853758142911924,0.31616656635157653,-1.1060910938177488,-1.0239742357436499,0.959141646443088,0.993752436504685
0,0,0,0,0,0,1,1,0.7574022153294369,0.8509916837890572,-0.6018808846915867,-0.39174673538915805,0.7078262812750875,0.7635900373507751,1.1195715522185803,1.1197497521480066,0.9281942998310634,0.9756996718753251
0,0,0,0,0,0,1,1,0.8295583755665255,0.932445412105163,-0.5361560606806545,-0.5318759143347873,1.1458152155373578,1.2602187186146112,-1.27308942312715,-1.2316530679374713,0.9673002962457341,0.9955164028732623
0,0,0,0,1,1,0,0,0.8443616148068849,1.2180284580083875,-0.7815235409574073,-0.7186008898748488,-0.331672336523604,-0.24069122208934082,1.0582806750667002,1.1301708082836566,0.9011276145179776,0.9381951370780196
0,0,0,0,1,1,0,0,1.7506856541884583,1.834107109689596,0.4938498750909617,0.7457208891193139,1.1747741827948284,1.3456645467404587,1.0336270469391642,1.145937465663553,0.9536237648734295,0.9938432679905915
0,0,1,1,0,0,0,0,0.545517757247223,0.57504154486661,0.7383187954805301,0.7883231509137595,-0.4612063211715802,-0.2634386663369691,0.3895986778856346,0.7331582207877978,0.9401236130963087,0.9770470328320734
1,1,0,0,0,0,0,0,0.4755420757432145,0.6270457550696263,0.9267099929878424,0.9437966819585425,0.8985830892087159,0.9250850489291743,-1.097852595090807,-1.0540819839402389,0.9805768941870677,1.0086468273639642
0,0,0,0,0,0,1,1,-1.0075854660590233,-0.9979554726379762,0.8574713500470592,0.9427347702875624,1.9231140989419813,1.9324356075127915,1.0952242727233843,1.129821877135362,0.9018230899499615,0.9392548608329453
0,0,0,0,0,0,1,1,1.1960673430364137,1.3460771878600661,0.2207994736258272,0.40362081661616067,1.1458923249731592,1.2083510614303783,0.7724826808737122,0.8496453652309861,0.9096766998941045,0.9490991768923029
1,1,0,0,0,0,0,0,-0.7093578485890374,-0.6023850828355779,-0.6761068541100639,-0.5903061623365442,-0.3955324807799717,-0.1914531165721973,0.3279165066557872,0.43851135918062256,0.9135831514695248,0.9892898493791146
1,1,0,0,0,0,0,0,0.6067665704529974,0.7064287002701749,-0.28862813871716886,-0.23817336912856374,0.4423996139140767,0.45970091017552966,0.02155075539209861,0.04279244248624015,0.9734905194156426,1.0030647873926168
0,0,1,1,0,0,0,0,-0.021404566170961425,0.021524055034722087,0.2383853079659881,0.24208617474624702,0.10573891886903442,0.20067027670954968,-1.2765585779526076,-1.2377157810837047,0.9691678748085805,1.0146045646871513
1,1,0,0,0,0,0,0,0.8536893740500793,1.0596470181316189,-0.6950056476952473,-0.6142415975367312,0.7050613814262758,0.8327350258472167,-0.28908773573557545,-0.2721954520742089,0.986242633145,1.0215342229185913
1,1,0,0,0,0,0,0,1.5947494289800779,1.5979254528214575,0.004513892482778781,0.025250159260603113,1.7212730859183702,1.8223523455924329,-1.001809046983311,-0.9852966553628164,1.0028151141236057,1.02519261985556
0,0,1,1,0,0,0,0,1.6558267823708874,1.7494289241976166,-0.11354621723494196,-0.08941250952410126,1.3980543799181075,1.4048167944042622,0.7439396830610088,0.7755240858720637,0.9263599353630914,0.9539060633172315
1,1,0,0,0,0,0,0,-0.48688488265834795,-0.22203186005957842,0.2916165556470187,0.37473607832032635,1.512898248700279,1.5320765677944435,-1.7114699917247356,-1.6520372936782677,0.9625096842747412,1.0184768595235294
0,0,0,0,0,0,1,1,-0.7192297016867444,-0.6138862174603036,-0.013368980241886153,0.012018648091947894,1.0541952811498798,1.2270465164028772,-0.21047850087894426,-0.19822697892436147,0.9511272343558708,0.9892150984530692
0,0,1,1,0,0,0,0,-0.6267841993507297,-0.6056433989535783,0.03609029588431567,0.06734181189389161,0.7316562199200578,0.7598856548756108,0.25482659146643716,0.36083997618214486,0.9588581443541048,0.998598082985847
0,0,1,1,0,0,0,0,-0.3625554042516017,-0.31105825682082644,-0.37115412136578785,-0.3148787371042847,-0.05362419835505228,-0.052046761389952435,0.29136730913968245,0.4297172942050319,0.98916559446196,1.0253776503772427
0,0,1,1,0,0,0,0,0.4626855353414743,0.508774608072815,-0.7547380518119458,-0.590559780182478,1.8091155518434934,1.837138116070418,0.3615997569823608,0.5305165473688518,0.9476517213169113,0.9886281366055538
0,0,0,0,0,0,1,1,-0.6928570955592178,-0.6151407361823609,0.3491187349152598,0.3808839474449374,1.3150256916399945,1.3270805562358212,0.8405945897312916,0.8821960694238532,0.9211572705354368,0.9596430120631727
1,1,0,0,0,0,0,0,-0.48461687512278573,-0.21189317630546495,0.13906285873213786,0.21863370635390048,0.959159384354574,0.9792342359994566,-1.7018632627809762,-1.661988182183077,0.8383443361783562,0.9780043052616468
0,0,0,0,0,0,1,1,-0.2249081126693956,-0.19202086390088063,0.3869493519427831,0.4174124866607675,0.8897414203563394,1.0722255054384757,-0.8459069982204659,-0.7841522206979186,0.9488637645894488,0.9795068783449837
