@relation autos_200_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute x6_lower real
@attribute x6_upper real
@attribute x7_lower real
@attribute x7_upper real
@attribute y_min real
@attribute y_max real
@data
1,1,1,1,0,0,0,0,0.9472236330116139,1.0371567784932985,-0.6413383618788017,-0.639320441371294,1.2853145984963465,1.300868695586124,1.3801876817321856,1.4816716801999368,0.6188829704884369,0.9316686429093343
0,0,1,1,0,0,0,0,0.14798000470666062,0.15601592131060665,0.6139947265474917,0.6522708766676707,1.6378518998970182,1.666777005848468,1.1404729189673923,1.1413030744432142,0.6857231768870794,1.0778040453554807
0,0,0,0,0,0,1,1,0.5316481118055754,0.6535909865615301,0.046973454641648926,0.15930890881509613,1.795021261977094,1.8185474792862866,0.10513310695148359,0.3347207857638771,0.6734596546343665,0.9724899779941855
0,0,1,1,0,0,0,0,1.6883938399683291,1.6978684501634702,-0.5890241635934279,-0.5003169160820583,1.5981917570980624,1.6635994004253432,0.3178878445759401,0.4081862388008837,0.689501844589681,1.0980930246247684
0,0,1,1,0,0,0,0,1.5390271745532265,1.567571024656234,-0.8692515642098337,-0.6283455596511223,1.0673469838908567,1.2044673933232772,-0.5706193864754368,-0.47347627996043234,0.7746195001288165,1.1485102472283146
0,0,0,0,0,0,1,1,1.691991482098807,1.9051480210952234,-0.8345581146841499,-0.8088512048691927,1.5934654057104236,1.6876009978902689,-1.0358338684701769,-1.0093974636317558,0.7764867859196312,1.2457838834637
0,0,1,1,0,0,0,0,1.9119862254728752,1.968597221307209,-0.1268234021451482,-0.05550247734823298,1.5110806175797231,1.5500568816741485,0.4874917558365879,0.5597952884960171,0.6162068798697867,0.9643705106715574
0,0,0,0,0,0,1,1,0.4187013189181452,0.470879903135579,-1.0397821541505272,-1.003607616844033,1.4425429794084623,1.5062725907905445,0.8012059799615128,0.8292349131418825,0.727762762218783,1.0133004187146357
0,0,0,0,1,1,0,0,-0.48855314432308605,-0.2671259980427267,-0.15887314095563432,-0.12479467551405117,0.4575371774805943,0.5928577672620781,-0.0983843579355339,-0.03300272210387409,0.7262269397826036,1.1525034726004248
1,1,1,1,0,0,0,0,1.253435407172434,1.2749804778419074,1.0815164182006791,1.1493903363415938,1.3024125406421359,1.4268358925294693,-0.16038237024414448,-0.1415134253139409,0.6903759932107192,1.0666616382440475
1,1,0,0,1,1,0,0,0.22082252589536688,0.33718383662738644,-1.0066062591501546,-0.9982928078728184,0.5195522289045071,0.5368093163852293,-1.3705219914972042,-1.1848610596297975,0.7463017790173289,1.2125581685621738
