@relation regression/machine.cpu.arff_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute y_min real
@attribute y_max real
@data
-0.6964384775506937,-0.6848839970938698,1.3262908245891532,3.3937668627407187,1.727049367946321,4.462448229128898,0.9571406669832434,2.536163059875185,1.6619887302658167,2.838468474975574,0.5294787516290147,0.5294787516290147,317.97676257883603,613.8147758063094
-0.6309630882953587,-0.1687838700224069,-0.2243162040245211,1.3262908245891532,-0.32449977794061174,0.3593499373550325,0.16762947053727253,0.16762947053727253,-0.5439107910649774,0.4855089855560599,-0.20312059426604362,-0.08744701333524495,43.94744744825716,177.85145158247911
-0.6848839970938698,-0.5924481534392795,-0.2243162040245211,1.3262908245891532,0.3593499373550325,0.3593499373550325,-0.6218817259086983,-0.42450392679720556,-0.24979085488753813,0.4855089855560599,-0.4730256164379072,-0.08744701333524495,57.04879106616517,158.28795849531934
-0.5924481534392795,0.44745508767486225,-0.6750259803415625,-0.4827507087934668,-0.6664246355884339,-0.5809434211764783,-0.523192826352952,-0.42450392679720556,-0.5439107910649774,-0.5439107910649774,-0.5115834767481734,-0.4730256164379072,28.80926424119531,35.58226766310317
-0.23425925927774177,2.2961719607666695,-0.6750259803415625,-0.4827507087934668,-0.8373870644123449,-0.32449977794061174,-0.6218817259086983,-0.6218817259086983,-0.5439107910649774,0.04432908128990108,-0.5501413370584396,-0.08744701333524495,19.512992449272947,37.70654933423956
-0.49616081629908115,2.681321309327463,-0.2243162040245211,-0.2243162040245211,-0.6664246355884339,0.3593499373550325,-0.6218817259086983,2.536163059875185,-0.5439107910649774,-0.24979085488753813,-0.4730256164379072,0.760825913490612,18.140897555029056,207.13230535417776
-0.5924481534392795,-0.24581373973456558,-0.2243162040245211,1.3262908245891532,0.3593499373550325,1.727049367946321,0.16762947053727253,0.562385068760258,-0.5439107910649774,-0.5439107910649774,-0.3187941751968423,0.06678442790581995,61.59327459364897,234.23520638089857
-0.6386660752665746,4.992217400692223,-0.5427075138998623,0.2925528055133703,-0.9228682788243004,0.3593499373550325,-0.6218817259086983,2.536163059875185,-0.690970759153697,1.6619887302658167,-0.7043727782995045,0.5294787516290147,16.78287881287832,266.4822586181881
-0.5924481534392795,-0.5924481534392795,-0.4827507087934668,1.3262908245891532,-0.32449977794061174,0.3593499373550325,-0.42450392679720556,0.562385068760258,-0.5439107910649774,-0.24979085488753813,-0.5115834767481734,-0.3187941751968423,36.67084738741815,165.67154625325526
-0.6887354905794778,3.451620006449049,-0.6088667471207123,-0.2243162040245211,-0.8801276716183227,0.01742507970721038,-0.6218817259086983,-0.42450392679720556,-0.5439107910649774,-0.5439107910649774,-0.6658149179892383,-0.5501413370584396,19.194049539048333,49.679441624899844
