@relation regression/machine.cpu.arff_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute y_min real
@attribute y_max real
@data
-0.5924481534392795,-0.09175400031024827,-0.5427075138998623,-0.2243162040245211,-0.32449977794061174,0.01742507970721038,-0.4738483765750788,-0.42450392679720556,-0.5439107910649774,-0.24979085488753813,-0.4730256164379072,0.49092089131874844,30.023329584950886,81.14243776311622
-0.5577847120688081,-0.24581373973456558,-0.2243162040245211,0.2925528055133703,-0.32449977794061174,0.01742507970721038,0.16762947053727253,0.16762947053727253,-0.5439107910649774,0.1913890493786207,-0.24167845457630985,1.3777516784548716,45.00284120391399,167.96798750410198
-0.5924481534392795,-0.4306854270437463,-0.2243162040245211,-0.2243162040245211,-0.32449977794061174,0.3593499373550325,-0.523192826352952,-0.42450392679720556,-0.5439107910649774,-0.24979085488753813,-0.5115834767481734,-0.4730256164379072,36.03187143802071,60.356379475089874
-0.7195474384643412,4.992217400692223,-0.5427075138998623,0.2925528055133703,-0.9228682788243004,0.3593499373550325,-0.6218817259086983,-0.42450392679720556,-0.690970759153697,0.1913890493786207,-0.7043727782995045,-0.24167845457630985,17.080441339944517,99.0718770687238
-0.6694780231514381,0.13933560882622764,-0.6088667471207123,3.3937668627407187,-0.9228682788243004,1.727049367946321,-0.42450392679720556,5.694207845659069,-0.5439107910649774,1.6619887302658167,-0.5886991973687059,0.22101586914688484,26.185636481262115,573.1229310018784
-0.5154182837271208,-0.09175400031024827,-0.6088667471207123,0.2925528055133703,-0.6664246355884339,0.01742507970721038,-0.6218817259086983,-0.42450392679720556,-0.5439107910649774,0.1913890493786207,-0.5886991973687059,-0.39590989581737474,29.07570658456165,72.329188694991
-0.7195474384643412,0.13933560882622764,-0.6088667471207123,0.2925528055133703,-0.9228682788243004,0.3593499373550325,-0.42450392679720556,-0.42450392679720556,-0.5439107910649774,0.1913890493786207,-0.5886991973687059,-0.24167845457630985,26.588625274846166,99.04062177719426
-0.24581373973456558,3.451620006449049,-0.5427075138998623,-0.2243162040245211,-0.8373870644123449,1.727049367946321,-0.6218817259086983,0.16762947053727253,-0.5439107910649774,-0.5439107910649774,-0.6658149179892383,1.3777516784548716,17.3615320105911,190.61213805545722
-0.11101146773828793,-0.014724130598089635,-0.6750259803415625,-0.4827507087934668,-0.8373870644123449,-0.8373870644123449,-0.6218817259086983,-0.6218817259086983,-0.5439107910649774,-0.24979085488753813,-0.6272570576789721,0.22101586914688484,31.39528074349721,37.24944693601449
-0.1687838700224069,3.451620006449049,-0.5427075138998623,-0.4827507087934668,-0.8373870644123449,-0.32449977794061174,-0.6218817259086983,-0.22712612768571286,-0.5439107910649774,-0.5439107910649774,-0.6658149179892383,-0.1645627339557774,19.2402051916267,35.35897827315801
-0.5924481534392795,-0.5539332185832001,-0.2243162040245211,0.2925528055133703,0.3593499373550325,1.727049367946321,0.562385068760258,0.9571406669832434,0.04432908128990108,3.132588411153013,-0.39590989581737474,1.3006359578343392,94.13734798526939,329.82230990927206
1.0636940453721313,2.2961719607666695,-0.6750259803415625,-0.6088667471207123,-0.32449977794061174,-0.32449977794061174,-0.6218817259086983,0.16762947053727253,-0.690970759153697,-0.5439107910649774,-0.7043727782995045,-0.5501413370584396,20.29452572608893,27.214728950066924
-0.5924481534392795,2.2961719607666695,-0.6750259803415625,1.3262908245891532,-0.32449977794061174,0.3593499373550325,-0.6218817259086983,0.562385068760258,-0.5439107910649774,-0.5439107910649774,-0.5501413370584396,-0.3187941751968423,18.937758365806303,159.42783530923018
-0.5693391925256319,0.7555745665234967,-0.4827507087934668,0.613011591426863,-0.7519058500003893,0.7841915729824515,-0.6218817259086983,0.11828502075939937,-0.5439107910649774,1.0737488579109384,-0.6272570576789721,0.22101586914688484,21.345847033648894,183.87203640381472
-0.6964384775506937,-0.23425925927774177,-0.6088667471207123,3.3937668627407187,-0.5809434211764783,1.727049367946321,-0.6218817259086983,0.9571406669832434,0.3384490174673403,1.6619887302658167,0.5294787516290147,0.5294787516290147,49.93417139714252,416.2373108560029
-0.6848839970938698,-0.09175400031024827,-0.5427075138998623,1.3262908245891532,0.01742507970721038,1.727049367946321,-0.4738483765750788,0.9571406669832434,-0.5439107910649774,0.4855089855560599,0.49092089131874844,0.5294787516290147,53.329410990518596,293.68100587205447
-0.09175400031024827,1.9110226122058764,-0.6750259803415625,-0.2243162040245211,-0.8373870644123449,-0.32449977794061174,-0.6218817259086983,-0.42450392679720556,-0.5439107910649774,-0.5439107910649774,-0.6658149179892383,-0.4730256164379072,21.681102704883084,35.978670924210704
-0.7195474384643412,2.334686895622749,-0.4827507087934668,0.2925528055133703,-0.5809434211764783,0.3593499373550325,-0.6218817259086983,0.16762947053727253,-0.5439107910649774,0.1913890493786207,-0.6658149179892383,-0.24167845457630985,17.30475444489453,120.49281274744583
