@relation regression/pollution.arff_RQP_training_data
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute x6 real
@attribute x7 real
@attribute x8 real
@attribute x9 real
@attribute x10 real
@attribute x11 real
@attribute x12 real
@attribute x13 real
@attribute x14 real
@attribute y real
@data
-0.13803149070191564,-0.6925298197293903,-0.7586476695389744,-0.48084777301897424,0.5728679781604888,0.5090117108215023,0.1150699462367184,-0.43902843847522866,-0.34703018465723495,-0.7611132744196948,-0.6480364302459659,-0.18474262304126846,-0.166501411115041,0.08325379898572272,0.25039154291806764,669.0156501326046
-0.2390301424350246,-1.0892056114598287,-0.5469320408304231,1.5848467172773328,-0.9183284942746086,0.031813231926344554,-0.4145133290572772,0.28083811098735284,-0.9461376695703768,1.0095954444312936,0.006464203792977364,-0.32727402360723223,-0.27532586282421817,-0.23491358567309018,-0.12519577145903316,841.482438789709
0.6699577231629561,-0.4941919238641712,-0.12350078341332058,1.1028513362081949,-0.396409728922325,-1.3997822047591266,0.13468414161797637,0.2662743368652775,-1.2513433694317886,-1.460652521373172,-0.47835108068031373,-0.3492019313866113,-0.3623854241915599,-0.33036380107073404,-0.6885767430246844,1068.7103983585744
0.972953678362283,1.092511243057582,0.9350773601294358,-1.5825515011770044,1.0947867435127758,0.15111285165013347,-0.6694978690136447,-0.5208629787802235,1.7215862255145564,0.9002924370948128,1.50939158566018,-0.21763448471033703,-0.31885564350788903,-0.47353912416719984,-0.31298942864758356,914.1263980151462
0.5689590714298471,0.10082176373148631,0.5116461027123332,-0.8251301880683588,1.3184662143780392,-1.6383814442067066,0.7231100030557487,1.7788263064008172,1.4163805256531443,-0.5206466582794368,-0.017776560430687104,0.05646436253190103,0.33409106674717387,2.421784076227998,-0.500783085836134,1041.556811924458
1.578945588760937,1.092511243057582,1.146792988837987,-0.7562737050584815,1.3930260379997959,-0.922583725863971,-2.7682167748083666,-0.38216036809379156,3.010232513818295,-0.651810267083214,2.6971890326197427,-0.08606703803406276,0.2035017246961613,0.2900625990139511,-0.6885767430246844,1354.6956515772472
0.5689590714298471,-0.3950229759315616,-0.12350078341332058,1.4471337512575795,-0.24729008167881494,1.3441090488880267,0.5858106353869373,0.5568563062533523,-0.9461376695703768,0.6816864224218513,-0.7449994871406238,-0.18474262304126846,0.2035017246961613,0.13097890668454465,-0.31298942864758356,972.0532633634574
0.770956374896065,-0.3950229759315616,-0.33521641212187187,0.3454300230995493,0.20006886005171529,-0.4453852469688132,0.9977087383933768,-1.2039733364109004,-0.7426672029961022,-1.2420465067002107,-0.9389256009299404,-0.3492019313866113,-0.40591520487523075,-0.7917065088260127,-0.31298942864758356,978.2963708928739
-0.13803149070191564,-0.9900366635272191,-0.9703632982475257,0.1388605740699181,0.3491885072952254,-0.5646848666926021,0.4485112677181233,1.8766116469347518,-0.4261575883250085,-0.7829738758869912,-0.4298695522329848,-0.21763448471033703,-0.23179608214054728,-0.26673032413897146,0.6259788572951684,896.2287401967583
-0.13803149070191564,-0.6925298197293903,-0.5469320408304231,0.4831429891193026,0.7219876254039989,-0.32608562724502427,-0.3164423521509819,0.233679223353966,-0.5844123956605554,-1.1108828978964334,-0.28442496689099755,-0.2834182080484742,-0.34062053384972446,-0.5371726010989624,0.25039154291806764,772.950463558878
