@relation regression/pollution.arff_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute x6_lower real
@attribute x6_upper real
@attribute x7_lower real
@attribute x7_upper real
@attribute x8_lower real
@attribute x8_upper real
@attribute x9_lower real
@attribute x9_upper real
@attribute x10_lower real
@attribute x10_upper real
@attribute x11_lower real
@attribute x11_upper real
@attribute x12_lower real
@attribute x12_upper real
@attribute x13_lower real
@attribute x13_upper real
@attribute x14_lower real
@attribute x14_upper real
@attribute y_min real
@attribute y_max real
@data
-0.13803149070191564,-0.03703283896880667,-0.9900366635272191,-0.295854027998952,-0.9703632982475257,0.0882148452952307,-0.5497042560288509,0.1388605740699181,-0.023610610813551484,0.3491885072952254,-0.5646848666926021,1.105509809440449,-0.4929701105823119,0.4485112677181233,0.26558082381184533,1.8766116469347518,-0.4261575883250085,0.13903815215908746,-0.7829738758869912,0.7691288282910356,-0.4298695522329848,-0.11473961732534542,-0.21763448471033703,-0.16281471526188943,-0.2970907531660536,-0.23179608214054728,-0.6167144472636656,-0.26673032413897146,0.06259788572951724,0.6259788572951684,215.07653405991866,1037.386188812432
0.871955026629174,1.4779469370278278,-0.3950229759315616,0.7950043992597534,-0.5469320408304231,0.9350773601294358,-0.7562737050584815,0.9651383701884404,-0.7692088470310986,0.9456670962692657,-1.6383814442067066,0.3897120910977134,-2.2974760856581478,0.4485112677181233,-1.0916242217548906,-0.38077334198692725,-0.34703018465723495,1.1676943998401421,-1.0453010934945457,-0.1708770348026997,-0.5268326091276431,2.3820590977121037,-0.37112983916599035,-0.21763448471033703,-0.4276800952170662,-0.31885564350788903,-0.7280730318942501,-0.4258140164683779,-0.31298942864758356,0.06259788572951724,337.5371670601976,1160.6868488762263
0.871955026629174,1.2759496335616098,-0.3950229759315616,0.7950043992597534,-0.5469320408304231,1.5702242462550897,-1.0316996370979894,0.9651383701884404,-0.7692088470310986,1.691265332486816,-0.683984486416391,0.3897120910977134,-1.6502076380765986,0.4485112677181233,-0.38077334198692725,-0.2628761229034602,-0.34703018465723495,2.8067620472440207,-0.6080890641486226,-0.1708770348026997,-0.5268326091276431,2.915355910632724,-0.37112983916599035,-0.25052634637940563,-0.4276800952170662,-0.10120674008953472,-0.7280730318942501,-0.3144554318377934,0.06259788572951724,0.25039154291806764,290.37062048551,1304.0934029011064
0.16496446449741126,0.770956374896065,-0.4941919238641712,0.5966665033945342,0.0882148452952307,1.146792988837987,-0.3431348069992197,-0.06770887495971309,-0.24729008167881494,0.4237483309169787,-1.0418833455877599,0.5090117108215023,-2.0817199364642986,-0.45374171981979594,-0.8280892614506701,0.37168832098696575,0.42163602240113546,1.032047422123959,0.0040077769356704224,0.11331078427215116,-0.28442496689099755,2.3578183334884395,-0.27245425415878466,-0.22859843860002657,-0.34062053384972446,-0.18826630145687642,-0.33036380107073404,0.38551281441159496,-0.31298942864758356,0.43818520010661804,280.9466933554946,910.233817843704
-0.03703283896880667,0.4679604196967382,-0.19668508006634244,0.3983286075293151,-1.6055101843731796,0.299930474003782,0.20771705707979476,1.7225596832970873,-2.0367258486009328,0.4237483309169787,-0.5646848666926021,1.224809429164238,0.1150699462367184,1.291921669112263,-0.3391625587809977,1.5367902507529936,-0.9348337547606949,0.636410403785092,-0.1708770348026997,0.9221530385621077,-0.28442496689099755,-0.21170267422000372,-0.0970309919237523,0.19899576309786482,-0.035912069064028426,0.2035017246961613,-0.15537173950838695,1.7059074607456683,-0.6885767430246844,2.879502743557773,97.31590193744125,1630.9290000663307
-0.2390301424350246,-0.13803149070191564,-0.5933608717967808,-0.4941919238641712,-0.7586476695389744,-0.5469320408304231,0.0011476080501647945,0.4831429891193026,0.20006886005171529,0.4237483309169787,-0.4453852469688132,0.15111285165013347,-0.6498836736323867,1.0565513245371536,-0.5784245622150928,-0.3044869061093897,-0.4261575883250085,0.3199007891139981,-0.3239012450737718,-0.12715583186810678,-0.7207587229169593,-0.13898038154900988,-0.07510308414437325,0.07839227031128007,-0.035912069064028426,0.7911537639257179,0.16279564515042594,3.328561122505614,-0.31298942864758356,0.43818520010661804,246.2410270441185,1058.8065574997413
-0.5420260976343515,0.871955026629174,-0.8908677155946095,2.084200722383678,-0.5469320408304231,1.9936555036721921,-2.202259848265897,1.4471337512575795,-0.396409728922325,0.6474278017822455,0.15111285165013347,0.5090117108215023,-0.23798557062594444,0.31121190004930915,-0.8523622183207957,0.33215807694133265,-0.776578947425148,1.032047422123959,0.06958958133755824,0.17889258867403898,-0.8662033082589465,0.8548909516212364,-0.3492019313866113,-0.3382379774969218,-0.40591520487523075,-0.3841503145333953,-0.8394316165248347,-0.5689893395648437,0.25039154291806764,0.43818520010661804,250.23683482811865,1199.4978313016684
-2.461000480563422,-0.7440234011005694,0.10082176373148631,1.4891870347880205,-1.3937945556646283,-0.7586476695389744,-1.23826908612762,-0.3431348069992197,0.7219876254039989,0.7965474490257556,-1.2804825850353376,1.4634086686118157,-0.6891120643949027,1.919575921312554,-0.8142190003820269,0.4146861302997596,-1.0026572436187864,0.13903815215908746,-0.7611132744196948,1.2719226620388464,-1.132851714719257,0.8064094231739074,0.0016445930834534128,0.7362295036926515,0.2035017246961613,0.31232617640533844,-0.8076148780589534,2.214975276199769,-0.12519577145903316,2.5039154291806724,81.88323975409335,1519.497278415932
-0.13803149070191564,1.578945588760937,-0.6925298197293903,1.092511243057582,-0.5469320408304231,1.146792988837987,-0.7562737050584815,0.4831429891193026,0.7219876254039989,1.3930260379997959,-0.922583725863971,-0.32608562724502427,-2.7682167748083666,-0.3164423521509819,-0.38216036809379156,0.233679223353966,-0.5844123956605554,3.010232513818295,-1.1108828978964334,-0.651810267083214,-0.28442496689099755,2.6971890326197427,-0.2834182080484742,-0.08606703803406276,-0.34062053384972446,0.2035017246961613,-0.5371726010989624,0.2900625990139511,-0.6885767430246844,0.25039154291806764,243.11889836767693,1414.4000367512754
-0.2390301424350246,-0.03703283896880667,-0.5933608717967808,-0.295854027998952,-0.7586476695389744,0.0882148452952307,-0.5497042560288509,0.0011476080501647945,-0.023610610813551484,0.20006886005171529,0.15111285165013347,1.105509809440449,-0.4929701105823119,1.0565513245371536,-0.5784245622150928,0.26558082381184533,0.13903815215908746,0.3199007891139981,-0.3239012450737718,0.7691288282910356,-0.7207587229169593,-0.11473961732534542,-0.16281471526188943,-0.07510308414437325,-0.2970907531660536,-0.035912069064028426,-0.6167144472636656,0.16279564515042594,0.06259788572951724,0.43818520010661804,187.74919235026653,931.7860864354747
