@relation autos_200_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute x6_lower real
@attribute x6_upper real
@attribute x7_lower real
@attribute x7_upper real
@attribute y_min real
@attribute y_max real
@data
-0.7712938393849255,-0.39919043507897584,-1.1855648235877756,-1.1855648235877756,-0.567888247899992,-0.567888247899992,-1.1726254453976763,-0.8695434275600318,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.15453279167994458,0.30440704504238403
-0.7374662571752937,-0.5683283461271348,-1.1855648235877756,1.2623442597820314,-0.567888247899992,-0.3146281570921514,-1.7787894810729652,0.039702625952901666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.051276380786226095,1.1353766786182402
0.27736120911365975,0.6156370312099776,0.038389718097127996,0.038389718097127996,-0.567888247899992,-0.3146281570921514,-0.5664614097223872,-0.2633793918847428,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.43944042883249,0.3115086889480104
-0.5683283461271348,0.9539128533062954,0.038389718097127996,1.2623442597820314,-0.567888247899992,-0.3146281570921514,-1.7787894810729652,-0.5664614097223872,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2073489301055819,1.2599620917002399
-0.9066041682234526,0.6156370312099776,-1.1855648235877756,0.038389718097127996,-0.567888247899992,-0.567888247899992,-1.1726254453976763,-0.2633793918847428,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.642965281573599,-0.11090712247625725
-1.0757420792716115,-0.7374662571752937,-1.1855648235877756,1.2623442597820314,-0.567888247899992,-0.567888247899992,-0.8695434275600318,-0.2633793918847428,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5298264847695833,0.44528673942619257
-0.7036386749656618,1.630464497498931,0.038389718097127996,1.2623442597820314,1.9647126601784148,1.9647126601784148,-0.8695434275600318,0.6458666616281906,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9588100949240128,1.3033951995640214
-1.0757420792716115,-0.39919043507897584,0.038389718097127996,0.038389718097127996,-0.567888247899992,-0.3146281570921514,-1.7787894810729652,0.039702625952901666,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.5807842465141237,1.1306716293949868
-0.39919043507897584,1.9687403195952489,-1.1855648235877756,1.2623442597820314,-0.567888247899992,-0.567888247899992,0.039702625952901666,0.34278464379054613,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.5946773620093313,0.0932431130052684
-0.060914612982658045,1.2921886754026133,1.2623442597820314,1.2623442597820314,-0.567888247899992,1.9647126601784148,-1.1726254453976763,-1.1726254453976763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01229696635424593,1.3633535506339136
-1.0757420792716115,0.9539128533062954,-1.1855648235877756,1.2623442597820314,-0.567888247899992,-0.3146281570921514,-0.2633793918847428,0.948948679465835,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.457775614228126,1.1807722548243573
-1.0757420792716115,-0.7374662571752937,-1.1855648235877756,1.2623442597820314,-0.567888247899992,-0.3146281570921514,-1.7787894810729652,0.34278464379054613,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.3715938949081034,1.1797888544419277
-1.0757420792716115,-0.7036386749656618,0.038389718097127996,0.038389718097127996,-0.567888247899992,1.9647126601784148,0.6458666616281906,0.948948679465835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.135829203121069,1.355176259103558
-0.7374662571752937,1.2921886754026133,-1.1855648235877756,0.038389718097127996,-0.567888247899992,-0.567888247899992,-0.8695434275600318,0.948948679465835,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.5260624810960937,0.280398921336885
-0.7712938393849255,0.27736120911365975,-1.1855648235877756,1.2623442597820314,-0.567888247899992,-0.567888247899992,-1.7787894810729652,1.5551127151411241,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5662873807290989,0.5013142784062103
-1.0757420792716115,-0.7712938393849255,0.038389718097127996,1.2623442597820314,-0.567888247899992,-0.567888247899992,-1.1726254453976763,-0.2633793918847428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16771485346834908,0.8651342642608939
0.9539128533062954,1.2921886754026133,0.038389718097127996,1.2623442597820314,-0.567888247899992,-0.567888247899992,-0.5664614097223872,-0.5664614097223872,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.4078962567949274,-0.06739269244802192
-0.7712938393849255,-0.7374662571752937,0.038389718097127996,1.2623442597820314,-0.567888247899992,-0.567888247899992,-0.5664614097223872,1.5551127151411241,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.3324819285627816,0.42919182839377834
-0.9066041682234526,0.27736120911365975,0.038389718097127996,1.2623442597820314,-0.567888247899992,-0.3146281570921514,-1.1726254453976763,-0.5664614097223872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.09152760368210888,1.2525256014928314
-1.0757420792716115,0.9539128533062954,-1.1855648235877756,0.038389718097127996,-0.567888247899992,-0.3146281570921514,-1.7787894810729652,-0.8695434275600318,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11396255648255521,1.2630159028269663
-1.0757420792716115,-0.7036386749656618,-1.1855648235877756,-1.1855648235877756,-0.567888247899992,1.9647126601784148,-1.1726254453976763,-0.2633793918847428,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5785282074471548,1.1877980824659184
-1.0757420792716115,1.630464497498931,-1.1855648235877756,0.038389718097127996,-0.567888247899992,-0.3146281570921514,-0.8695434275600318,0.948948679465835,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.4617208211530037,0.823369858615534
-1.0757420792716115,-0.7374662571752937,-1.1855648235877756,1.2623442597820314,-0.567888247899992,1.9647126601784148,0.039702625952901666,1.5551127151411241,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.6629786725325908,1.3940345435547203
-1.0757420792716115,-0.5683283461271348,0.038389718097127996,0.038389718097127996,-0.567888247899992,-0.3146281570921514,-1.7787894810729652,-1.1726254453976763,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.4811259982549856,1.123556440973029
-0.060914612982658045,1.630464497498931,1.2623442597820314,1.2623442597820314,1.9647126601784148,1.9647126601784148,-1.7787894810729652,-0.8695434275600318,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8930371510649362,1.275624886248941
-1.0757420792716115,1.9687403195952489,-1.1855648235877756,0.038389718097127996,-0.3146281570921514,1.9647126601784148,-0.2633793918847428,-0.2633793918847428,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0934129846261744,1.489611434387869
-0.9066041682234526,-0.060914612982658045,-1.1855648235877756,0.038389718097127996,-0.567888247899992,-0.567888247899992,-0.5664614097223872,1.2520306973034796,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.4979140874748671,0.13945267267919503
-0.9066041682234526,0.27736120911365975,0.038389718097127996,1.2623442597820314,-0.3146281570921514,1.9647126601784148,-1.7787894810729652,1.5551127151411241,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5836593468204587,1.6061056580083384
-0.060914612982658045,1.9687403195952489,-1.1855648235877756,1.2623442597820314,-0.567888247899992,-0.3146281570921514,-0.8695434275600318,0.039702625952901666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5222701368208799,0.7832427302572954
-0.060914612982658045,0.9539128533062954,-1.1855648235877756,0.038389718097127996,-0.567888247899992,-0.567888247899992,-1.7787894810729652,0.34278464379054613,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.38523356827571026,0.12539125098006557
-1.0757420792716115,1.2921886754026133,0.038389718097127996,1.2623442597820314,-0.567888247899992,1.9647126601784148,-1.1726254453976763,0.6458666616281906,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.26015384927296836,1.5248929242826001
-0.9066041682234526,1.630464497498931,-1.1855648235877756,1.2623442597820314,-0.567888247899992,-0.3146281570921514,0.948948679465835,0.948948679465835,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.41686674577905874,0.9831086935163822
