@relation autos_200_RQP_training_data
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute x6 real
@attribute x7 real
@attribute y real
@data
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-1.7787894810729652,1.0,0.0,0.0,0.0,0.7354939223861247
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-1.7787894810729652,0.0,1.0,0.0,0.0,0.6534745471125815
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-1.7787894810729652,0.0,0.0,1.0,0.0,0.7673949017650622
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-1.7787894810729652,0.0,0.0,0.0,1.0,0.8021512999022858
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-1.1726254453976763,1.0,0.0,0.0,0.0,0.7414788355972809
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-1.1726254453976763,0.0,1.0,0.0,0.0,0.5819101378561983
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-1.1726254453976763,0.0,0.0,1.0,0.0,0.6968086807771455
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-1.1726254453976763,0.0,0.0,0.0,1.0,0.7960849911993199
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,1.5551127151411241,0.0,1.0,0.0,0.0,0.5158076587486297
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,1.5551127151411241,0.0,0.0,1.0,0.0,0.576801293718932
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,1.5551127151411241,0.0,0.0,0.0,1.0,0.8101491312097849
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.8695434275600318,1.0,0.0,0.0,0.0,0.7465995946310379
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.8695434275600318,0.0,1.0,0.0,0.0,0.577838408135258
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.8695434275600318,0.0,0.0,1.0,0.0,0.6959512108657574
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.8695434275600318,0.0,0.0,0.0,1.0,0.7967170975113153
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.5664614097223872,1.0,0.0,0.0,0.0,0.73770527843655
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.5664614097223872,0.0,1.0,0.0,0.0,0.568303876292029
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.5664614097223872,0.0,0.0,1.0,0.0,0.6950937409543688
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.5664614097223872,0.0,0.0,0.0,1.0,0.8304552961737387
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.2633793918847428,1.0,0.0,0.0,0.0,0.6397083967474931
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.2633793918847428,0.0,1.0,0.0,0.0,0.5587693444488004
-1.0757420792716115,-1.1855648235877756,-0.567888247899992,-0.2633793918847428,0.0,0.0,1.0,0.0,0.6891878052223649
